avg_red;avg_green;avg_blue;contrast;homogeneity;label_name
10,93459473;24,73396973;32,59792236;23,44521225;0,84038809;normal
14,49078125;32,49692383;42,89397949;60,48900137;0,775944923;normal
14,67175781;32,7425415;43,15949463;43,09199677;0,781330399;normal
10,47334473;24,35509277;32,93930176;73,32154245;0,807816932;normal
9,259572754;22,27415771;30,27960205;9,871889671;0,824583531;normal
12,23763184;27,28043457;36,20907715;63,24478433;0,79793103;normal
12,4204126;27,60750488;36,61198975;7,625166275;0,814084635;normal
12,12500488;27,32322998;36,30194824;18,95902289;0,81635398;normal
14,22894287;35,03386475;46,89286133;30,86119425;0,759578377;normal
43,6062793;87,28713135;123,8844141;8,662133216;0,60466259;normal
14,23008301;34,9280542;46,72493164;62,51135074;0,752953198;normal
9,543476563;23,58014404;32,00873047;6,871911678;0,833121017;normal
9,869572754;23,7713501;32,12158447;69,32475548;0,813142335;normal
9,564370117;23,71105225;31,75834961;56,84794112;0,809854223;normal
9,820439453;23,9495166;32,00378906;70,17209018;0,806221155;normal
8,427800293;18,21948486;25,92151611;38,88611111;0,846175333;normal
8,23635498;18,09026611;25,82906006;9,325146714;0,855313326;normal
8,274577637;19,98285156;27,14026367;9,0063527;0,849159702;normal
17,91792725;35,33615479;49,27743164;44,93407668;0,742107388;normal
24,08783691;50,7576709;68,66010498;98,23013742;0,722273063;normal
34,51537354;92,82863037;123,4541919;10,03415493;0,576020436;normal
10,78680908;25,48141602;35,37096191;14,04592136;0,799892045;normal
25,65828613;51,88336914;70,48957764;13,99429773;0,692896036;normal
25,62544189;51,70698242;70,24594238;62,63366588;0,674401086;normal
15,22251709;33,11658936;44,06359619;9,57160847;0,759950535;normal
15,76983643;33,59038574;44,5277002;74,86283255;0,723567502;normal
17,04440674;39,10106934;54,43613525;11,43973005;0,735752632;normal
19,38562256;44,35648193;62,97282715;8,257482394;0,710336388;normal
20,02326904;44,76412354;63,23696045;123,8658255;0,662157513;normal
25,47227783;43,41059082;57,43341797;93,38422829;0,715835236;normal
25,57199219;43,65059326;57,75490479;16,67645246;0,736662483;normal
16,97798584;43,87193848;58,16437744;17,94394073;0,764628464;normal
12,21051514;28,64898926;39,74801025;18,12414417;0,766520209;normal
29,26510498;63,85879639;86,14799561;10,8637544;0,713972851;normal
16,24466309;38,69666504;53,13637939;100,6155834;0,744813531;normal
16,14471191;38,62149902;53,08961914;80,80881015;0,749749123;normal
20,46232422;44,22929443;60,00780029;8,064876761;0,762994508;normal
20,4230835;44,05688721;59,7874707;38,54715376;0,74028543;normal
9,173041992;20,89593262;30,7237915;53,19279147;0,823050119;normal
9,217734375;21,00520752;30,89340088;15,27429577;0,826636129;normal
11,20574707;25,43092285;36,07564453;7,091319444;0,823388492;normal
11,37461182;25,50830811;36,0823584;46,80115904;0,807695252;normal
12,64522217;16,52366699;20,6076416;28,11458333;0,886381379;defective
11,34254883;16,6043335;21,77002197;57,38876174;0,882377513;defective
4,405847168;9,033342285;11,73213135;18,60702758;0,934812014;defective
3,07418457;6,66847168;8,580893555;13,88220853;0,952158752;defective
1,389182129;2,939707031;4,824055176;16,09640552;0,954955361;defective
2,491860352;5,286467285;6,75411377;21,9209507;0,957211515;defective
2,837365723;6,106057129;7,757133789;3,375141823;0,961491736;defective
2,868537598;5,647641602;7,473876953;20,76775724;0,947689729;defective
3,099133301;6,086362305;7,833920898;7,676501369;0,952239643;defective
3,320795898;6,293945313;8,027597656;19,20020051;0,948447286;defective
2,465651855;5,02152832;6,431162109;16,20830399;0,961528194;defective
3,888171387;7,513813477;9,909118652;29,53631651;0,935383729;defective
11,70431885;16,96270996;22,16645264;64,85078247;0,878234655;defective
3,660803223;8,238720703;11,00190186;16,11707746;0,933961732;defective
4,291958008;9,413696289;12,01885986;24,63418427;0,931570591;defective
4,041867676;8,535849609;11,38780762;49,73015943;0,91347351;defective
3,815915527;8,743007813;11,48905029;13,28639476;0,933857912;defective
4,224519043;8,278054199;11,08160889;38,04167156;0,926709259;defective
4,314404297;8,850522461;11,35926025;16,98664417;0,939073306;defective
4,918649902;9,806860352;12,97576416;40,87080888;0,916376886;defective
4,821914063;9,661899414;12,77008789;48,02782668;0,915554058;defective
4,754494629;9,592053223;12,69271484;45,78491295;0,916248047;defective
3,602375488;7,581166992;9,797583008;11,99900724;0,94262363;defective
10,66438232;16,89274902;22,72133545;47,16255379;0,875318682;defective
2,646806641;5,993701172;7,272177734;22,33382238;0,951325399;defective
2,573618164;4,867175293;6,466826172;8,275474374;0,95754536;defective
2,367507324;4,524719238;6,230803223;6,553839006;0,956562372;defective
2,398974609;4,522910156;6,215727539;18,30342821;0,95482786;defective
3,370861816;6,666923828;8,409360352;27,09687745;0,951712822;defective
2,919570313;6,235456543;8,068708496;16,26740023;0,950139185;defective
2,722041016;6,029538574;7,851040039;11,37232492;0,952404076;defective
2,491047363;6,148532715;8,447270508;13,49940336;0,94522537;defective
3,430493164;7,110087891;9,39296875;19,73799394;0,942138658;defective
2,354094238;5,420895996;6,974748535;10,1469777;0,960441297;defective
11,15650146;17,18972656;22,77527588;38,99406299;0,884657079;defective
3,262651367;6,901010742;8,883371582;12,74854264;0,949464112;defective
3,295488281;6,931428223;8,917404785;17,68194444;0,947091047;defective
2,666464844;5,982387695;7,638891602;6,561697966;0,958583302;defective
4,389770508;9,39111084;12,15699219;36,1191608;0,929698076;defective
3,372548828;6,831484375;9,257033691;30,58836561;0,937912796;defective
2,840651855;5,715583496;7,82744873;13,11271518;0,945549012;defective
2,734851074;5,610087891;7,71822998;10,95234742;0,946844639;defective
3,001762695;6,190144043;7,968215332;15,63318173;0,948507872;defective
4,451787109;9,037290039;11,60923584;10,41878423;0,935647905;defective
3,995917969;8,406474609;11,00373291;12,87949433;0,937088861;defective
14,56784668;18,76088623;24,27824463;53,22614926;0,868975786;defective
11,12454346;16,13079834;21,36281494;51,74763302;0,882630952;defective
14,40921143;19,21026123;24,28356445;56,49560348;0,881022267;defective
14,62597168;19,43309326;24,52660645;54,49171068;0,878597404;defective
14,32371094;19,15431641;24,25532959;31,54823455;0,881826513;defective
9,449396973;15,9423291;20,43182129;31,98306436;0,902356858;defective
12,69950439;16,51890869;20,56541016;69,18311815;0,87803394;defective
9,643759766;16,10227783;20,5808374;50,81335583;0,89647978;defective
12,27945557;16,12590576;19,31686035;74,17746479;0,907784743;defective
12,34334961;16,18366211;19,39373291;65,8461072;0,907410209;defective
13,279646;18,06906738;22,28479492;71,69070814;0,886802954;defective
13,95668457;18,09848633;21,91940186;16,59801448;0,903702147;defective
13,96122803;18,07903076;21,88662842;30,75867077;0,901268099;defective
5,795866699;6,566313477;9,707324219;64,31249022;0,914978545;defective
5,74873291;6,52723877;9,653161621;66,60518877;0,915154489;defective
7,782072754;15,43310547;19,50222412;35,15482199;0,876716113;defective
7,591652832;15,74679688;20,38649902;70,00701291;0,854948521;defective
12,5366333;16,3927417;20,45864258;40,85182414;0,883351894;defective
7,653666992;15,93972168;20,60904297;25,03459018;0,856013645;defective
6,747541504;13,36463867;16,78673828;51,57039808;0,865936908;defective
7,020881348;12,6595874;20,64267822;91,75611796;0,828915658;defective
7,853344727;13,51766846;21,52297363;101,6264525;0,821475642;defective
4,614265137;8,908554688;14,11667969;45,14359351;0,906701871;defective
2,676210938;4,888232422;7,529875488;10,38786678;0,925391678;defective
2,688415527;4,884277344;7,513662109;22,9586072;0,924378895;defective
4,671748047;7,860168457;11,57922607;28,56145344;0,915931611;defective
4,636687012;7,808933105;11,51641846;32,77861894;0,915274897;defective
6,598537598;11,91831055;16,84960449;39,67913732;0,896780135;defective
11,36583008;19,98191895;24,47487549;68,26184957;0,879175518;defective
6,579313965;11,8957959;16,83361816;37,58915786;0,896805373;defective
6,463190918;11,82042969;16,78987793;12,63122555;0,901013363;defective
3,659130859;5,323640137;7,491401367;26,90565826;0,919091118;defective
3,648100586;5,320556641;7,500334473;12,12210485;0,920251635;defective
3,865297852;6,88496582;10,40125244;8,272906886;0,930680984;defective
5,397490234;9,281254883;14,92966064;28,58476135;0,889977247;defective
5,350473633;9,245991211;14,92290283;12,24166178;0,892555694;defective
6,520778809;7,592841797;9,08668457;6,941114045;0,942004039;defective
3,948898926;6,368989258;9,047919922;37,10683685;0,92239865;defective
6,866049805;8,290827637;10,01333008;12,44694347;0,933485434;defective
8,653432617;13,45802979;16,44183594;43,99160309;0,91349184;defective
7,344733887;9,764594727;12,45445801;4,583964202;0,936462139;defective
7,828022461;12,01649414;15,76352295;72,43272203;0,875876429;defective
2,591420898;4,340239258;7,370056152;23,76595266;0,926436522;defective
15,87620605;17,98331543;21,26041016;55,03089789;0,84684747;defective
4,483044434;8,12112793;12,31293945;12,59495794;0,914943345;defective
6,527214355;7,312072754;9,185791016;21,93508901;0,920668004;defective
6,54088623;7,317661133;9,19932373;22,13683001;0,92062938;defective
5,385700684;7,221958008;9,661323242;15,25302719;0,946775185;defective
5,403029785;7,237419434;9,674577637;10,93056534;0,948830409;defective
3,864919434;4,82348877;5,990864258;11,15070423;0,959644788;defective
14,70416016;19,37856934;24,15355957;47,64598494;0,872354087;defective
2,738037109;3,334145508;4,121306152;7,421865219;0,968004414;defective
2,730539551;3,331870117;4,115039063;4,764387715;0,968317955;defective
5,221777344;7,088481445;8,934267578;15,68409135;0,943445441;defective
6,402272949;8,264365234;10,3744458;27,57993202;0,931595934;defective
6,573647461;8,235231934;10,12106934;22,02886835;0,943921043;defective
6,550800781;8,224333496;10,13674316;3,82100939;0,950197417;defective
7,153391113;8,112160645;9,580388184;13,92446694;0,929298347;defective
7,072851563;8,02885498;9,502595215;7,475811815;0,929045501;defective
8,181652832;9,078522949;10,55278076;27,67362089;0,925824144;defective
8,120722656;9,032868652;10,5185083;23,03471244;0,927077017;defective
14,64744629;19,29866455;24,03652344;76,05109057;0,870303286;defective
5,505183105;5,74059082;6,346271973;23,72618349;0,944210345;defective
7,897297363;8,981784668;10,49303467;4,678702074;0,934864253;defective
5,614851074;6,133918457;7,864858398;24,77258412;0,927154672;defective
8,920202637;10,72023926;12,9901416;29,33008607;0,900027385;defective
8,848657227;10,67558838;12,95599365;11,58628717;0,904910458;defective
8,466713867;10,97000488;13,93638428;13,34787265;0,923955617;defective
4,328225098;6,462058105;8,881381836;37,81866686;0,924856336;defective
4,292834473;6,427480469;8,860727539;26,4098347;0,92678702;defective
17,54643311;23,80482422;30,08865967;24,54852308;0,830921105;defective
15,3977832;20,82621094;26,25095947;8,200342332;0,849097709;defective
17,67171631;23,37753662;29,15947754;139,0023181;0,832509627;defective
4,34607666;7,198991699;10,55310303;21,26248288;0,931994354;defective
5,276833496;9,63204834;14,29628418;12,14021909;0,896865861;defective
5,497336426;9,480610352;14,47730957;70,10265552;0,868616464;defective
3,822131348;7,488737793;9,844914551;20,1943124;0,938596363;defective
5,710019531;11,5850708;15,37919922;34,73178795;0,90667499;defective
2,607741699;5,825087891;7,474533691;12,41479362;0,957808279;defective
2,368486328;5,19248291;7,299436035;7,563077074;0,942225661;defective
4,657478027;9,750683594;12,35174805;32,43234546;0,929709098;defective
4,89875;10,08656006;12,98754639;17,07104851;0,929273781;defective
2,241293945;4,625830078;6,068166504;15,40837246;0,958923853;defective
15,93967285;20,66633545;25,49953857;56,7439016;0,867168141;defective
2,772531738;6,19942627;7,954743652;20,6758705;0,952473364;defective
3,986999512;7,693798828;9,900849609;21,37845266;0,939985772;defective
5,951403809;13,1995752;18,35309814;17,0686473;0,890643826;defective
6,264328613;13,46499756;18,56165771;60,74396029;0,878329691;defective
1,796904297;3,958654785;5,321826172;7,559854264;0,963227695;defective
2,061572266;4,188115234;5,687062988;17,90099276;0,959515043;defective
1,844763184;3,965268555;5,469790039;8,940615219;0,962060394;defective
1,703046875;3,810673828;5,311547852;4,126657864;0,964312346;defective
1,90371582;3,90232666;5,387529297;19,54145638;0,959258218;defective
4,106533203;9,501352539;12,3247876;24,56359546;0,931395158;defective
